Tanggal,Hari,Beban
2023-06-01,Kam,52669.18
2023-06-02,Jum,50657.92
2023-06-03,Sab,42175.53
2023-06-04,Min,39707.05
2023-06-05,Sen,50209.14
2023-06-06,Sel,51650.39
2023-06-07,Rab,51150.28
2023-06-08,Kam,44507.21
2023-06-09,Jum,47747.95
2023-06-10,Sab,44131.68
2023-06-11,Min,41877.4
2023-06-12,Sen,52769.01
2023-06-13,Sel,53181.99
2023-06-14,Rab,52625.39
2023-06-15,Kam,52355.26
2023-06-16,Jum,51592.82
2023-06-17,Sab,43465.95
2023-06-18,Min,41290.67
2023-06-19,Sen,52520.04
2023-06-20,Sel,54130.77
2023-06-21,Rab,54594.76
2023-06-22,Kam,53781.61
2023-06-23,Jum,51731.73
2023-06-24,Sab,42983.67
2023-06-25,Min,40705.57
2023-06-26,Sen,52964.63
2023-06-27,Sel,53303.26
2023-06-28,Rab,52779.47
2023-06-29,Kam,53128.36
2023-06-30,Jum,51512.36
2023-07-01,Sab,44058.58
2023-07-02,Min,42153.44
2023-07-03,Sen,53001.7
2023-07-04,Sel,53622.73
2023-07-05,Rab,53894.41
2023-07-06,Kam,52058.74
2023-07-07,Jum,50683.44
2023-07-08,Sab,43580.17
2023-07-09,Min,41989.88
2023-07-10,Sen,52622.83
2023-07-11,Sel,53374.54
2023-07-12,Rab,53358.23
2023-07-13,Kam,52625.16
2023-07-14,Jum,50897.58
2023-07-15,Sab,45054.88
2023-07-16,Min,41116.17
2023-07-17,Sen,51621.9
2023-07-18,Sel,51956.11
2023-07-19,Rab,51467.97
2023-07-20,Kam,51565.22
2023-07-21,Jum,49643.49
2023-07-22,Sab,41960.78
2023-07-23,Min,41084.87
2023-07-24,Sen,51136.16
2023-07-25,Sel,51010.99
2023-07-26,Rab,50648.6
2023-07-27,Kam,51138.94
2023-07-28,Jum,50041.69
2023-07-29,Sab,42521.15
2023-07-30,Min,40054.23
2023-07-31,Sen,50693.78
2023-08-01,Sel,51086.9
2023-08-02,Rab,52120.14
2023-08-03,Kam,51733.04
2023-08-04,Jum,49336.44
2023-08-05,Sab,41477.5
2023-08-06,Min,40784.61
2023-08-07,Sen,50682.45
2023-08-08,Sel,50926.42
2023-08-09,Rab,51058.39
2023-08-10,Kam,50347.44
2023-08-11,Jum,49218.04
2023-08-12,Sab,43778.06
2023-08-13,Min,40176.34
2023-08-14,Sen,49895.29
2023-08-15,Sel,50317.03
2023-08-16,Rab,50876.0
2023-08-17,Kam,51807.77
2023-08-18,Jum,50742.68
2023-08-19,Sab,44145.79
2023-08-20,Min,40889.58
2023-08-21,Sen,51642.92
2023-08-22,Sel,52168.47
2023-08-23,Rab,51735.79
2023-08-24,Kam,52625.02
2023-08-25,Jum,52015.86
2023-08-26,Sab,43587.88
2023-08-27,Min,40799.97
2023-08-28,Sen,51128.35
2023-08-29,Sel,52146.33
2023-08-30,Rab,51660.38
2023-08-31,Kam,52084.77
2023-09-01,Jum,51690.78
2023-09-02,Sab,42865.01
2023-09-03,Min,40672.6
2023-09-04,Sen,50613.24
2023-09-05,Sel,52330.22
2023-09-06,Rab,52546.59
2023-09-07,Kam,53044.87
2023-09-08,Jum,51851.66
2023-09-09,Sab,44230.41
2023-09-10,Min,41498.51
2023-09-11,Sen,52756.19
2023-09-12,Sel,54618.05
2023-09-13,Rab,54719.99
2023-09-14,Kam,52816.36
2023-09-15,Jum,51420.14
2023-09-16,Sab,43767.16
2023-09-17,Min,41552.79
2023-09-18,Sen,53678.92
2023-09-19,Sel,52792.83
2023-09-20,Rab,52792.81
2023-09-21,Kam,54367.93
2023-09-22,Jum,52135.57
2023-09-23,Sab,43729.12
2023-09-24,Min,40282.46
2023-09-25,Sen,51895.79
2023-09-26,Sel,52840.36
2023-09-27,Rab,53226.04
2023-09-28,Kam,53704.12
2023-09-29,Jum,52842.1
2023-09-30,Sab,44322.01
2023-10-01,Min,40699.94
2023-10-02,Sen,47205.22
2023-10-03,Sel,44329.12
2023-10-04,Rab,53493.05
2023-10-05,Kam,54916.4
2023-10-06,Jum,53804.19
2023-10-07,Sab,45855.74
2023-10-08,Min,42086.53
2023-10-09,Sen,53875.39
2023-10-10,Sel,54974.77
2023-10-11,Rab,55444.02
2023-10-12,Kam,56174.34
2023-10-13,Jum,54500.54
2023-10-14,Sab,46460.04
2023-10-15,Min,45412.28
2023-10-16,Sen,55623.79
2023-10-17,Sel,56613.78
2023-10-18,Rab,57641.26
2023-10-19,Kam,58310.24
2023-10-20,Jum,56992.08
2023-10-21,Sab,46946.57
2023-10-22,Min,45052.79
2023-10-23,Sen,55893.27
2023-10-24,Sel,57941.16
2023-10-25,Rab,57346.5
2023-10-26,Kam,58121.26
2023-10-27,Jum,56398.71
2023-10-28,Sab,47443.89
2023-10-29,Min,46953.38
2023-10-30,Sen,54501.24
2023-10-31,Sel,54233.7
2023-11-01,Rab,49852.24
2023-11-02,Kam,57650.68
2023-11-03,Jum,56486.92
2023-11-04,Sab,49974.14
2023-11-05,Min,46771.77
2023-11-06,Sen,58599.5
2023-11-07,Sel,59691.13
2023-11-08,Rab,60458.1
2023-11-09,Kam,60461.43
2023-11-10,Jum,58705.11
2023-11-11,Sab,49603.79
2023-11-12,Min,47224.65
2023-11-13,Sen,59034.36
2023-11-14,Sel,60038.28
2023-11-15,Rab,60117.33
2023-11-16,Kam,60691.4
2023-11-17,Jum,59507.47
2023-11-18,Sab,50914.1
2023-11-19,Min,48368.34
2023-11-20,Sen,58067.64
2023-11-21,Sel,60411.85
2023-11-22,Rab,61160.21
2023-11-23,Kam,61826.13
2023-11-24,Jum,60969.2
2023-11-25,Sab,52861.22
2023-11-26,Min,49344.82
2023-11-27,Sen,61765.09
2023-11-28,Sel,64122.27
2023-11-29,Rab,64321.98
2023-11-30,Kam,63518.0
2023-12-01,Jum,62677.4
2023-12-02,Sab,54682.36
2023-12-03,Min,52232.95
2023-12-04,Sen,64506.23
2023-12-05,Sel,65181.19
2023-12-06,Rab,64301.4
2023-12-07,Kam,62953.8
2023-12-08,Jum,62011.46
2023-12-09,Sab,52615.39
2023-12-10,Min,49600.51
2023-12-11,Sen,59545.84
2023-12-12,Sel,60135.22
2023-12-13,Rab,61214.26
2023-12-14,Kam,59734.18
2023-12-15,Jum,58770.32
2023-12-16,Sab,52212.39
2023-12-17,Min,49775.3
2023-12-18,Sen,60426.8
2023-12-19,Sel,60662.13
2023-12-20,Rab,58981.15
2023-12-21,Kam,57767.7
2023-12-22,Jum,55678.45
2023-12-23,Sab,49799.58
2023-12-24,Min,45616.94
2023-12-25,Sen,44065.95
2023-12-26,Sel,44948.52
2023-12-27,Rab,48300.34
2023-12-28,Kam,50188.78
2023-12-29,Jum,49397.54
2023-12-30,Sab,45884.45
2023-12-31,Min,43904.09
2024-01-01,Sen,42470.79
2024-01-02,Sel,53286.46
2024-01-03,Rab,56428.3
2024-01-04,Kam,57600.81
2024-01-05,Jum,56976.38
2024-01-06,Sab,51920.74
2024-01-07,Min,51409.58
2024-01-08,Sen,62728.04
2024-01-09,Sel,63999.55
2024-01-10,Rab,64097.25
2024-01-11,Kam,64657.38
2024-01-12,Jum,64021.42
2024-01-13,Sab,57632.78
2024-01-14,Min,54423.35
2024-01-15,Sen,65534.16
2024-01-16,Sel,64958.11
2024-01-17,Rab,66289.24
2024-01-18,Kam,65326.08
2024-01-19,Jum,66170.97
2024-01-20,Sab,57761.71
2024-01-21,Min,54956.34
2024-01-22,Sen,64171.16
2024-01-23,Sel,64144.98
2024-01-24,Rab,62625.87
2024-01-25,Kam,61129.02
2024-01-26,Jum,60691.99
2024-01-27,Sab,53043.45
2024-01-28,Min,47546.41
2024-01-29,Sen,58248.27
2024-01-30,Sel,60439.43
2024-01-31,Rab,63168.26
2024-02-01,Kam,62767.2
2024-02-02,Jum,61768.75
2024-02-03,Sab,53773.83
2024-02-04,Min,51173.59
2024-02-05,Sen,60406.23
2024-02-06,Sel,62293.86
2024-02-07,Rab,62247.09
2024-02-08,Kam,61012.61
2024-02-09,Jum,60422.86
2024-02-10,Sab,50714.58
2024-02-11,Min,48486.5
2024-02-12,Sen,57474.92
2024-02-13,Sel,59872.59
2024-02-14,Rab,59358.45
2024-02-15,Kam,58319.39
2024-02-16,Jum,58407.19
2024-02-17,Sab,50063.1
2024-02-18,Min,47905.59
2024-02-19,Sen,59109.17
2024-02-20,Sel,60088.44
2024-02-21,Rab,60776.38
2024-02-22,Kam,60765.33
2024-02-23,Jum,60052.08
2024-02-24,Sab,50704.82
2024-02-25,Min,48282.19
2024-02-26,Sen,58468.13
2024-02-27,Sel,59582.38
2024-02-28,Rab,59883.06
2024-02-29,Kam,60538.56
2024-03-01,Jum,58152.28
2024-03-02,Sab,49218.39
2024-03-03,Min,46422.03
2024-03-04,Sen,59051.91
2024-03-05,Sel,61056.28
2024-03-06,Rab,59614.27
2024-03-07,Kam,59327.74
2024-03-08,Jum,57436.35
2024-03-09,Sab,50661.79
2024-03-10,Min,48899.65
2024-03-11,Sen,58670.88
2024-03-12,Sel,58852.89
2024-03-13,Rab,59344.36
2024-03-14,Kam,58240.35
2024-03-15,Jum,57506.13
2024-03-16,Sab,50627.75
2024-03-17,Min,45945.14
2024-03-18,Sen,57242.09
2024-03-19,Sel,57780.53
2024-03-20,Rab,56470.35
2024-03-21,Kam,57059.92
2024-03-22,Jum,56972.53
2024-03-23,Sab,49218.06
2024-03-24,Min,47397.66
2024-03-25,Sen,55226.54
2024-03-26,Sel,57432.49
2024-03-27,Rab,56925.81
2024-03-28,Kam,56312.44
2024-03-29,Jum,46460.35
2024-03-30,Sab,44623.11
2024-03-31,Min,37484.6
2024-04-01,Sen,43796.34
2024-04-02,Sel,55700.6
2024-04-03,Rab,56283.77
2024-04-04,Kam,56451.88
2024-04-05,Jum,54873.44
2024-04-06,Sab,46011.6
2024-04-07,Min,43497.5
2024-04-08,Sen,52920.1
2024-04-09,Sel,56153.84
2024-04-10,Rab,56078.01
2024-04-11,Kam,56752.78
2024-04-12,Jum,54768.41
2024-04-13,Sab,45796.03
2024-04-14,Min,44078.44
2024-04-15,Sen,54286.99
2024-04-16,Sel,56887.03
2024-04-17,Rab,56146.01
2024-04-18,Kam,56269.31
2024-04-19,Jum,56998.24
2024-04-20,Sab,47462.02
2024-04-21,Min,45716.08
2024-04-22,Sen,55660.9
2024-04-23,Sel,56851.36
2024-04-24,Rab,57206.71
2024-04-25,Kam,56626.42
2024-04-26,Jum,54599.69
2024-04-27,Sab,45740.13
2024-04-28,Min,44064.02
2024-04-29,Sen,52269.08
2024-04-30,Sel,52383.74
2024-05-01,Rab,40756.43
2024-05-02,Kam,52458.15
2024-05-03,Jum,53399.63
2024-05-04,Sab,44668.71
2024-05-05,Min,43195.74
2024-05-06,Sen,54098.8
2024-05-07,Sel,54789.03
2024-05-08,Rab,53071.87
2024-05-09,Kam,42081.94
2024-05-10,Jum,45819.44
2024-05-11,Sab,42149.7
2024-05-12,Min,40888.87
2024-05-13,Sen,52844.86
2024-05-14,Sel,53908.23
2024-05-15,Rab,53652.97
2024-05-16,Kam,54500.92
2024-05-17,Jum,53113.98
2024-05-18,Sab,44324.62
2024-05-19,Min,39664.25
2024-05-20,Sen,40517.2
2024-05-21,Sel,53012.26
2024-05-22,Rab,54345.41
2024-05-23,Kam,51328.51
2024-05-24,Jum,50285.69
2024-05-25,Sab,41194.88
2024-05-26,Min,40820.21
2024-05-27,Sen,50465.68
2024-05-28,Sel,50570.09
2024-05-29,Rab,53217.8
2024-05-30,Kam,45593.13
2024-05-31,Jum,48672.86
2024-06-01,Sab,44523.62
2024-06-02,Min,43433.85
2024-06-03,Sen,52804.41
2024-06-04,Sel,52211.62
2024-06-05,Rab,53778.94
2024-06-06,Kam,52224.57
2024-06-07,Jum,50850.64
2024-06-08,Sab,43084.94
2024-06-09,Min,41197.64
2024-06-10,Sen,51925.02
2024-06-11,Sel,53796.02
2024-06-12,Rab,54011.98
2024-06-13,Kam,52602.77
2024-06-14,Jum,52304.99
2024-06-15,Sab,43487.66
2024-06-16,Min,41810.71
2024-06-17,Sen,52324.58
2024-06-18,Sel,53391.7
2024-06-19,Rab,53905.66
2024-06-20,Kam,53174.94
2024-06-21,Jum,52442.74
2024-06-22,Sab,44769.85
2024-06-23,Min,41548.64
2024-06-24,Sen,51152.15
2024-06-25,Sel,52528.74
2024-06-26,Rab,53400.01
2024-06-27,Kam,54503.72
2024-06-28,Jum,52671.33
2024-06-29,Sab,44032.09
2024-06-30,Min,43809.63
2024-07-01,Sen,52561.54
2024-07-02,Sel,54530.36
2024-07-03,Rab,54168.38
2024-07-04,Kam,54864.77
2024-07-05,Jum,52177.59
2024-07-06,Sab,45019.88
2024-07-07,Min,40995.15
2024-07-08,Sen,50853.8
2024-07-09,Sel,53475.83
2024-07-10,Rab,54924.44
2024-07-11,Kam,53127.01
2024-07-12,Jum,52356.25
2024-07-13,Sab,44044.83
2024-07-14,Min,41398.73
2024-07-15,Sen,51019.28
2024-07-16,Sel,52792.55
2024-07-17,Rab,53187.64
2024-07-18,Kam,52654.54
2024-07-19,Jum,51052.57
2024-07-20,Sab,44092.8
2024-07-21,Min,42025.68
2024-07-22,Sen,52330.1
2024-07-23,Sel,52044.38
2024-07-24,Rab,51671.66
2024-07-25,Kam,50893.04
2024-07-26,Jum,50864.8
2024-07-27,Sab,43370.45
2024-07-28,Min,40734.37
2024-07-29,Sen,47623.23
2024-07-30,Sel,49117.81
2024-07-31,Rab,50882.09
2024-08-01,Kam,53347.54
2024-08-02,Jum,50717.87
2024-08-03,Sab,43165.88
2024-08-04,Min,41973.33
2024-08-05,Sen,50643.05
2024-08-06,Sel,51391.89
2024-08-07,Rab,52712.04
2024-08-08,Kam,51996.62
2024-08-09,Jum,51998.6
2024-08-10,Sab,43947.6
2024-08-11,Min,41392.62
2024-08-12,Sen,51940.77
2024-08-13,Sel,54196.42
2024-08-14,Rab,53890.29
2024-08-15,Kam,51621.61
2024-08-16,Jum,51077.97
2024-08-17,Sab,43904.38
2024-08-18,Min,41719.53
2024-08-19,Sen,50268.27
2024-08-20,Sel,52339.94
2024-08-21,Rab,53049.28
2024-08-22,Kam,51984.83
2024-08-23,Jum,52695.03
2024-08-24,Sab,45058.96
2024-08-25,Min,41801.82
2024-08-26,Sen,51430.76
2024-08-27,Sel,52118.1
2024-08-28,Rab,53985.78
2024-08-29,Kam,54635.73
2024-08-30,Jum,53084.3
2024-08-31,Sab,43830.63
2024-09-01,Min,42401.57
2024-09-02,Sen,53564.81
2024-09-03,Sel,55326.52
2024-09-04,Rab,56454.96
2024-09-05,Kam,55710.92
2024-09-06,Jum,54480.03
2024-09-07,Sab,45499.94
2024-09-08,Min,43586.42
2024-09-09,Sen,54276.32
2024-09-10,Sel,55524.72
2024-09-11,Rab,55003.52
2024-09-12,Kam,53341.8
2024-09-13,Jum,53106.94
2024-09-14,Sab,45206.46
2024-09-15,Min,42725.38
2024-09-16,Sen,54122.27
2024-09-17,Sel,54260.03
2024-09-18,Rab,53058.46
2024-09-19,Kam,53154.34
2024-09-20,Jum,50131.59
2024-09-21,Sab,42542.21
2024-09-22,Min,39518.88
2024-09-23,Sen,50591.98
2024-09-24,Sel,52771.76
2024-09-25,Rab,53740.8
2024-09-26,Kam,55395.66
2024-09-27,Jum,55645.72
2024-09-28,Sab,47380.08
2024-09-29,Min,43321.22
2024-09-30,Sen,55732.74
2024-10-01,Sel,55712.64
2024-10-02,Rab,54770.45
2024-10-03,Kam,45394.57
2024-10-04,Jum,48225.31
2024-10-05,Sab,44260.19
2024-10-06,Min,42629.88
2024-10-07,Sen,53860.46
2024-10-08,Sel,54595.47
2024-10-09,Rab,54670.94
2024-10-10,Kam,56347.93
2024-10-11,Jum,54584.36
2024-10-12,Sab,46964.02
2024-10-13,Min,45312.43
2024-10-14,Sen,54757.26
2024-10-15,Sel,54890.97
2024-10-16,Rab,56510.36
2024-10-17,Kam,55742.36
2024-10-18,Jum,53330.68
2024-10-19,Sab,46692.27
2024-10-20,Min,44129.43
2024-10-21,Sen,54307.29
2024-10-22,Sel,55756.31
2024-10-23,Rab,55176.42
2024-10-24,Kam,55107.41
2024-10-25,Jum,53069.41
2024-10-26,Sab,45080.74
2024-10-27,Min,44191.18
2024-10-28,Sen,54297.92
2024-10-29,Sel,54635.95
2024-10-30,Rab,55923.63
2024-10-31,Kam,52830.94
2024-11-01,Jum,50779.82
2024-11-02,Sab,47475.38
2024-11-03,Min,46956.69
2024-11-04,Sen,55850.91
2024-11-05,Sel,57760.47
2024-11-06,Rab,58967.42
2024-11-07,Kam,59208.82
2024-11-08,Jum,58587.69
2024-11-09,Sab,49853.02
2024-11-10,Min,47610.44
2024-11-11,Sen,59849.22
2024-11-12,Sel,59982.68
2024-11-13,Rab,61590.72
2024-11-14,Kam,61661.59
2024-11-15,Jum,59827.93
2024-11-16,Sab,54163.95
2024-11-17,Min,51744.6
2024-11-18,Sen,62955.79
2024-11-19,Sel,62220.59
2024-11-20,Rab,62564.17
2024-11-21,Kam,63817.81
2024-11-22,Jum,62845.34
2024-11-23,Sab,55352.83
2024-11-24,Min,51512.15
2024-11-25,Sen,60977.89
2024-11-26,Sel,62218.79
2024-11-27,Rab,61945.26
2024-11-28,Kam,62552.22
2024-11-29,Jum,59456.86
2024-11-30,Sab,53858.75
2024-12-01,Min,51809.74
2024-12-02,Sen,62175.13
2024-12-03,Sel,62264.83
2024-12-04,Rab,63020.13
2024-12-05,Kam,64331.68
2024-12-06,Jum,61736.05
2024-12-07,Sab,53744.61
2024-12-08,Min,51407.94
2024-12-09,Sen,64418.29
2024-12-10,Sel,63119.48
2024-12-11,Rab,62380.19
2024-12-12,Kam,60884.76
2024-12-13,Jum,60540.18
2024-12-14,Sab,55141.61
2024-12-15,Min,52475.81
2024-12-16,Sen,60151.4
2024-12-17,Sel,59746.75
2024-12-18,Rab,58439.04
2024-12-19,Kam,57628.39
2024-12-20,Jum,57545.78
2024-12-21,Sab,52796.48
2024-12-22,Min,49513.69
2024-12-23,Sen,53056.86
2024-12-24,Sel,47080.56
2024-12-25,Rab,45279.6
2024-12-26,Kam,44694.75
2024-12-27,Jum,48243.08
2024-12-28,Sab,47955.76
2024-12-29,Min,49198.17
2024-12-30,Sen,53288.54
2024-12-31,Sel,50274.46
2025-01-01,Rab,49035.46
2025-01-02,Kam,54563.81
2025-01-03,Jum,57057.78
2025-01-04,Sab,52540.29
2025-01-05,Min,51027.75
2025-01-06,Sen,56225.43
2025-01-07,Sel,61803.14
2025-01-08,Rab,64062.22
2025-01-09,Kam,62548.94
2025-01-10,Jum,63887.19
2025-01-11,Sab,55887.4
2025-01-12,Min,52825.79
2025-01-13,Sen,64655.01
2025-01-14,Sel,67302.88
2025-01-15,Rab,63465.1
2025-01-16,Kam,64496.06
2025-01-17,Jum,64241.22
2025-01-18,Sab,55035.55
2025-01-19,Min,52248.14
2025-01-20,Sen,63443.54
2025-01-21,Sel,63788.53
2025-01-22,Rab,62839.67
2025-01-23,Kam,63645.31
2025-01-24,Jum,61866.42
2025-01-25,Sab,53529.27
2025-01-26,Min,49898.69
2025-01-27,Sen,62030.99
2025-01-28,Sel,61768.67
2025-01-29,Rab,62234.99
2025-01-30,Kam,61867.12
2025-01-31,Jum,60734.21
2025-02-01,Sab,52273.67
2025-02-02,Min,50769.78
2025-02-03,Sen,61751.64
2025-02-04,Sel,64095.6
2025-02-05,Rab,64747.21
2025-02-06,Kam,63019.85
2025-02-07,Jum,63686.45
2025-02-08,Sab,54749.19
2025-02-09,Min,51987.26
2025-02-10,Sen,64388.65
2025-02-11,Sel,65827.92
2025-02-12,Rab,64924.61
2025-02-13,Kam,65323.09
2025-02-14,Jum,63315.27
2025-02-15,Sab,54393.36
2025-02-16,Min,52417.06
2025-02-17,Sen,62428.01
2025-02-18,Sel,63629.9
2025-02-19,Rab,63886.96
2025-02-20,Kam,64252.8
2025-02-21,Jum,59723.61
2025-02-22,Sab,52542.12
2025-02-23,Min,47629.1
2025-02-24,Sen,60184.69
2025-02-25,Sel,58500.33
2025-02-26,Rab,59839.5
2025-02-27,Kam,59886.33
2025-02-28,Jum,59192.19
2025-03-01,Sab,51750.37
2025-03-02,Min,49375.77
2025-03-03,Sen,58714.73
2025-03-04,Sel,60330.43
2025-03-05,Rab,60313.2
2025-03-06,Kam,58087.03
2025-03-07,Jum,55298.42
2025-03-08,Sab,47631.67
2025-03-09,Min,45916.76
2025-03-10,Sen,56154.79
2025-03-11,Sel,57971.63
2025-03-12,Rab,59136.16
2025-03-13,Kam,59679.87
2025-03-14,Jum,58946.75
2025-03-15,Sab,49926.47
2025-03-16,Min,48218.48
2025-03-17,Sen,58499.05
2025-03-18,Sel,58428.78
2025-03-19,Rab,57106.37
2025-03-20,Kam,56078.65
2025-03-21,Jum,56145.15
2025-03-22,Sab,49239.93
2025-03-23,Min,46897.49
2025-03-24,Sen,55092.39
2025-03-25,Sel,57902.18
2025-03-26,Rab,58304.94
2025-03-27,Kam,56700.76
2025-03-28,Jum,54331.92
2025-03-29,Sab,46825.63
2025-03-30,Min,46802.32
2025-03-31,Sen,56151.08
2025-04-01,Sel,55884.91
2025-04-02,Rab,54888.97
2025-04-03,Kam,54020.59
2025-04-04,Jum,52622.54
2025-04-05,Sab,45711.62
2025-04-06,Min,44156.19
2025-04-07,Sen,54104.81
2025-04-08,Sel,54167.61
2025-04-09,Rab,55462.99
2025-04-10,Kam,56159.61
2025-04-11,Jum,54469.58
2025-04-12,Sab,44846.46
2025-04-13,Min,44892.66
2025-04-14,Sen,53114.07
2025-04-15,Sel,55537.14
2025-04-16,Rab,54436.6
2025-04-17,Kam,55000.84
2025-04-18,Jum,44708.04
2025-04-19,Sab,43071.57
2025-04-20,Min,39508.11
2025-04-21,Sen,41095.24
2025-04-22,Sel,51628.95
2025-04-23,Rab,53604.7
2025-04-24,Kam,55427.66
2025-04-25,Jum,53810.77
2025-04-26,Sab,44449.2
2025-04-27,Min,41735.12
2025-04-28,Sen,51675.3
2025-04-29,Sel,52483.38
2025-04-30,Rab,51113.39
2025-05-01,Kam,40800.7
2025-05-02,Jum,46760.98
2025-05-03,Sab,43557.18
2025-05-04,Min,43087.91
2025-05-05,Sen,52766.41
2025-05-06,Sel,53078.71
2025-05-07,Rab,53219.49
2025-05-08,Kam,52645.98
2025-05-09,Jum,51412.76
2025-05-10,Sab,43178.44
2025-05-11,Min,40326.9
2025-05-12,Sen,50889.61
2025-05-13,Sel,52110.17
2025-05-14,Rab,52555.63
2025-05-15,Kam,52674.68
2025-05-16,Jum,51843.51
2025-05-17,Sab,44470.71
2025-05-18,Min,42317.79
2025-05-19,Sen,50925.2
2025-05-20,Sel,52779.64
2025-05-21,Rab,54104.25
2025-05-22,Kam,54404.36
2025-05-23,Jum,52466.06
2025-05-24,Sab,44320.04
2025-05-25,Min,43807.27
2025-05-26,Sen,51960.69
2025-05-27,Sel,53126.69
2025-05-28,Rab,53234.13
2025-05-29,Kam,42715.75
2025-05-30,Jum,46919.72
2025-05-31,Sab,42220.84
2025-06-01,Min,41617.54
2025-06-02,Sen,52693.37
2025-06-03,Sel,52787.72
2025-06-04,Rab,54376.61
2025-06-05,Kam,53084.67
2025-06-06,Jum,52818.39
2025-06-07,Sab,43321.03
2025-06-08,Min,40377.07
2025-06-09,Sen,40691.7
2025-06-10,Sel,51219.22
2025-06-11,Rab,51848.77
2025-06-12,Kam,51417.48
2025-06-13,Jum,51099.29
2025-06-14,Sab,44734.06
2025-06-15,Min,42359.84
2025-06-16,Sen,52660.44
2025-06-17,Sel,52275.21
2025-06-18,Rab,52264.15
2025-06-19,Kam,46289.82
2025-06-20,Jum,46885.08
2025-06-21,Sab,42497.75
2025-06-22,Min,41455.23
2025-06-23,Sen,54211.32
2025-06-24,Sel,53855.26
2025-06-25,Rab,53922.18
2025-06-26,Kam,54678.46
2025-06-27,Jum,53875.8
2025-06-28,Sab,45357.14
2025-06-29,Min,43455.57
2025-06-30,Sen,52537.15
2025-07-01,Sel,54598.29
2025-07-02,Rab,55734.19
2025-07-03,Kam,55534.41
2025-07-04,Jum,52430.34
2025-07-05,Sab,44935.81
2025-07-06,Min,42991.71
2025-07-07,Sen,53276.27
2025-07-08,Sel,52949.78
2025-07-09,Rab,52305.57
2025-07-10,Kam,51705.94
2025-07-11,Jum,51968.44
2025-07-12,Sab,44591.33
2025-07-13,Min,41667.46
2025-07-14,Sen,51229.29
2025-07-15,Sel,51290.62
2025-07-16,Rab,52341.71
2025-07-17,Kam,51805.67
2025-07-18,Jum,49440.3
2025-07-19,Sab,42948.97
2025-07-20,Min,41336.01
2025-07-21,Sen,52064.16
2025-07-22,Sel,52072.82
2025-07-23,Rab,52233.91
2025-07-24,Kam,51823.18
2025-07-25,Jum,50657.1
2025-07-26,Sab,43111.23
2025-07-27,Min,40547.56
2025-07-28,Sen,50836.96
2025-07-29,Sel,51925.72
2025-07-30,Rab,51379.77
2025-07-31,Kam,51172.78
2025-08-01,Jum,49226.51
2025-08-02,Sab,42304.17
2025-08-03,Min,40527.23
2025-08-04,Sen,49746.79
2025-08-05,Sel,51155.13
2025-08-06,Rab,50344.63
2025-08-07,Kam,49611.44
2025-08-08,Jum,48927.88
2025-08-09,Sab,41910.48
2025-08-10,Min,39744.84
2025-08-11,Sen,47877.56
2025-08-12,Sel,49885.76
2025-08-13,Rab,51509.07
2025-08-14,Kam,52513.36
2025-08-15,Jum,50500.74
2025-08-16,Sab,44387.3
2025-08-17,Min,40178.16
2025-08-18,Sen,48496.07
2025-08-19,Sel,50225.18
2025-08-20,Rab,50980.93
2025-08-21,Kam,51417.91
2025-08-22,Jum,50688.82
2025-08-23,Sab,43544.86
2025-08-24,Min,40399.21
2025-08-25,Sen,49326.2
2025-08-26,Sel,50127.66
2025-08-27,Rab,51958.56
2025-08-28,Kam,52741.06
2025-08-29,Jum,50212.31
2025-08-30,Sab,42506.42
2025-08-31,Min,40714.34
2025-09-01,Sen,51529.23
2025-09-02,Sel,52054.54
2025-09-03,Rab,53512.74
2025-09-04,Kam,53009.46
2025-09-05,Jum,51200.97
2025-09-06,Sab,41997.59
2025-09-07,Min,40193.52
2025-09-08,Sen,51917.18
2025-09-09,Sel,53520.51
2025-09-10,Rab,53334.82
2025-09-11,Kam,52915.4
2025-09-12,Jum,51799.94
2025-09-13,Sab,44044.61
2025-09-14,Min,41227.62
2025-09-15,Sen,53335.21
2025-09-16,Sel,54247.01
2025-09-17,Rab,54264.89
2025-09-18,Kam,54333.57
2025-09-19,Jum,52315.46
2025-09-20,Sab,43867.93
2025-09-21,Min,43563.21
2025-09-22,Sen,53498.0
2025-09-23,Sel,53205.49
2025-09-24,Rab,54870.95
2025-09-25,Kam,57028.34
2025-09-26,Jum,56006.25
2025-09-27,Sab,46241.66
2025-09-28,Min,43157.91
2025-09-29,Sen,53499.46
2025-09-30,Sel,54258.33
2025-10-01,Rab,53710.8
2025-10-02,Kam,53113.71
2025-10-03,Jum,45645.34
2025-10-04,Sab,48708.84
2025-10-05,Min,47236.9
2025-10-06,Sen,57039.93
2025-10-07,Sel,55914.01
2025-10-08,Rab,55504.26
2025-10-09,Kam,57144.73
2025-10-10,Jum,57533.41
2025-10-11,Sab,48791.37
2025-10-12,Min,45167.77
2025-10-13,Sen,55113.75
2025-10-14,Sel,55661.22
2025-10-15,Rab,56749.11
2025-10-16,Kam,57635.27
2025-10-17,Jum,56772.22
2025-10-18,Sab,47713.57
2025-10-19,Min,46420.76
2025-10-20,Sen,58401.9
2025-10-21,Sel,58630.24
2025-10-22,Rab,57115.2
2025-10-23,Kam,58781.43
2025-10-24,Jum,58455.82
2025-10-25,Sab,51522.03
2025-10-26,Min,49152.69
2025-10-27,Sen,59797.31
2025-10-28,Sel,60236.89
2025-10-29,Rab,58948.13
